132,S,H,E,30,1,6,30
134,S,H,E,29,1,6,30
136,S,H,E,28,1,6,30
137,S,H,E,27,1,6,30
140,S,H,E,16,1,6,30
143,S,H,E,15,1,6,30
148,S,H,E,14,1,6,30
150,S,H,E,13,1,6,30
152,S,H,E,12,1,6,30
156,S,H,E,11,1,6,30
158,S,H,E,10,1,6,30
160,S,H,E,7,1,6,30
163,S,H,E,1,1,6,30
165,S,H,E,2,1,6,30
167,S,H,E,3,1,6,30
169,S,H,E,4,1,6,30
172,S,H,E,5,1,6,30
174,S,H,E,6,1,6,30
317,S,H,E,30,2,6,30
319,S,H,E,29,2,6,30
321,S,H,E,28,2,6,30
322,S,H,E,27,2,6,30
325,S,H,E,16,2,6,30
328,S,H,E,15,2,6,30
330,S,H,E,14,2,6,30
332,S,H,E,13,2,6,30
334,S,H,E,12,2,6,30
338,S,H,E,11,2,6,30
340,S,H,E,10,2,6,30
343,S,H,E,7,2,6,30
346,S,H,E,1,2,6,30
348,S,H,E,2,2,6,30
350,S,H,E,3,2,6,30
353,S,H,E,4,2,6,30
355,S,H,E,5,2,6,30
357,S,H,E,6,2,6,30
332,S,H,E,30,3,6,30
334,S,H,E,29,3,6,30
336,S,H,E,28,3,6,30
337,S,H,E,27,3,6,30
340,S,H,E,16,3,6,30
343,S,H,E,15,3,6,30
345,S,H,E,14,3,6,30
347,S,H,E,13,3,6,30
349,S,H,E,12,3,6,30
353,S,H,E,11,3,6,30
355,S,H,E,10,3,6,30
358,S,H,E,7,3,6,30
361,S,H,E,1,3,6,30
363,S,H,E,2,3,6,30
365,S,H,E,3,3,6,30
368,S,H,E,4,3,6,30
370,S,H,E,5,3,6,30
373,S,H,E,6,3,6,30
362,S,H,E,30,4,6,30
364,S,H,E,29,4,6,30
366,S,H,E,28,4,6,30
367,S,H,E,27,4,6,30
370,S,H,E,16,4,6,30
373,S,H,E,15,4,6,30
375,S,H,E,14,4,6,30
377,S,H,E,13,4,6,30
379,S,H,E,12,4,6,30
383,S,H,E,11,4,6,30
385,S,H,E,10,4,6,30
388,S,H,E,7,4,6,30
391,S,H,E,1,4,6,30
393,S,H,E,2,4,6,30
395,S,H,E,3,4,6,30
398,S,H,E,4,4,6,30
400,S,H,E,5,4,6,30
403,S,H,E,6,4,6,30
392,S,H,E,30,5,6,30
394,S,H,E,29,5,6,30
396,S,H,E,28,5,6,30
397,S,H,E,27,5,6,30
400,S,H,E,16,5,6,30
403,S,H,E,15,5,6,30
405,S,H,E,14,5,6,30
407,S,H,E,13,5,6,30
409,S,H,E,12,5,6,30
413,S,H,E,11,5,6,30
415,S,H,E,10,5,6,30
418,S,H,E,7,5,6,30
421,S,H,E,1,5,6,30
423,S,H,E,2,5,6,30
425,S,H,E,3,5,6,30
428,S,H,E,4,5,6,30
430,S,H,E,5,5,6,30
433,S,H,E,6,5,6,30
422,S,H,E,30,6,6,30
424,S,H,E,29,6,6,30
426,S,H,E,28,6,6,30
427,S,H,E,27,6,6,30
430,S,H,E,16,6,6,30
433,S,H,E,15,6,6,30
435,S,H,E,14,6,6,30
437,S,H,E,13,6,6,30
439,S,H,E,12,6,6,30
443,S,H,E,11,6,6,30
445,S,H,E,10,6,6,30
448,S,H,E,7,6,6,30
451,S,H,E,1,6,6,30
453,S,H,E,2,6,6,30
455,S,H,E,3,6,6,30
458,S,H,E,4,6,6,30
460,S,H,E,5,6,6,30
463,S,H,E,6,6,6,30
437,S,H,E,30,7,6,30
439,S,H,E,29,7,6,30
441,S,H,E,28,7,6,30
442,S,H,E,27,7,6,30
445,S,H,E,16,7,6,30
448,S,H,E,15,7,6,30
450,S,H,E,14,7,6,30
452,S,H,E,13,7,6,30
454,S,H,E,12,7,6,30
458,S,H,E,11,7,6,30
460,S,H,E,10,7,6,30
463,S,H,E,7,7,6,30
466,S,H,E,1,7,6,30
468,S,H,E,2,7,6,30
470,S,H,E,3,7,6,30
473,S,H,E,4,7,6,30
475,S,H,E,5,7,6,30
478,S,H,E,6,7,6,30
452,S,H,E,30,8,6,30
454,S,H,E,29,8,6,30
456,S,H,E,28,8,6,30
457,S,H,E,27,8,6,30
460,S,H,E,16,8,6,30
463,S,H,E,15,8,6,30
465,S,H,E,14,8,6,30
467,S,H,E,13,8,6,30
469,S,H,E,12,8,6,30
473,S,H,E,11,8,6,30
475,S,H,E,10,8,6,30
478,S,H,E,7,8,6,30
481,S,H,E,1,8,6,30
483,S,H,E,2,8,6,30
485,S,H,E,3,8,6,30
488,S,H,E,4,8,6,30
490,S,H,E,5,8,6,30
493,S,H,E,6,8,6,30
467,S,H,E,30,9,6,30
469,S,H,E,29,9,6,30
471,S,H,E,28,9,6,30
472,S,H,E,27,9,6,30
475,S,H,E,16,9,6,30
478,S,H,E,15,9,6,30
480,S,H,E,14,9,6,30
482,S,H,E,13,9,6,30
484,S,H,E,12,9,6,30
488,S,H,E,11,9,6,30
490,S,H,E,10,9,6,30
493,S,H,E,7,9,6,30
496,S,H,E,1,9,6,30
498,S,H,E,2,9,6,30
500,S,H,E,3,9,6,30
503,S,H,E,4,9,6,30
505,S,H,E,5,9,6,30
508,S,H,E,6,9,6,30
482,S,H,E,30,10,6,30
484,S,H,E,29,10,6,30
486,S,H,E,28,10,6,30
487,S,H,E,27,10,6,30
490,S,H,E,16,10,6,30
493,S,H,E,15,10,6,30
495,S,H,E,14,10,6,30
497,S,H,E,13,10,6,30
499,S,H,E,12,10,6,30
503,S,H,E,11,10,6,30
505,S,H,E,10,10,6,30
508,S,H,E,7,10,6,30
511,S,H,E,1,10,6,30
513,S,H,E,2,10,6,30
515,S,H,E,3,10,6,30
518,S,H,E,4,10,6,30
520,S,H,E,5,10,6,30
523,S,H,E,6,10,6,30
497,S,H,E,30,11,6,30
499,S,H,E,29,11,6,30
501,S,H,E,28,11,6,30
502,S,H,E,27,11,6,30
505,S,H,E,16,11,6,30
508,S,H,E,15,11,6,30
510,S,H,E,14,11,6,30
512,S,H,E,13,11,6,30
514,S,H,E,12,11,6,30
518,S,H,E,11,11,6,30
520,S,H,E,10,11,6,30
523,S,H,E,7,11,6,30
526,S,H,E,1,11,6,30
528,S,H,E,2,11,6,30
530,S,H,E,3,11,6,30
533,S,H,E,4,11,6,30
535,S,H,E,5,11,6,30
