204,N,H,H,9,1,14
210,N,H,H,8,1,14
216,N,H,H,7,1,14
218,N,H,H,10,1,14
221,N,H,H,11,1,14
224,N,H,H,12,1,14
226,N,H,H,13,1,14
229,N,H,H,14,1,14
238,N,H,H,9,2,20
241,N,H,H,8,2,20
245,N,H,H,7,2,20
248,N,H,H,10,2,20
250,N,H,H,11,2,20
253,N,H,H,12,2,20
256,N,H,H,13,2,20
258,N,H,H,14,2,20
259,N,H,H,15,2,20
262,N,H,H,16,2,20
265,N,H,H,17,2,20
267,N,H,H,18,2,20
269,N,H,H,19,2,20
271,N,H,H,20,2,20
273,N,H,H,9,3,20
276,N,H,H,8,3,20
281,N,H,H,7,3,20
283,N,H,H,10,3,20
286,N,H,H,11,3,20
289,N,H,H,12,3,20
291,N,H,H,13,3,20
294,N,H,H,14,3,20
295,N,H,H,15,3,20
298,N,H,H,16,3,20
301,N,H,H,17,3,20
303,N,H,H,18,3,20
305,N,H,H,19,3,20
307,N,H,H,20,3,20
303,N,H,H,9,4,20
306,N,H,H,8,4,20
311,N,H,H,7,4,20
313,N,H,H,10,4,20
316,N,H,H,11,4,20
319,N,H,H,12,4,20
321,N,H,H,13,4,20
324,N,H,H,14,4,20
325,N,H,H,15,4,20
329,N,H,H,16,4,20
332,N,H,H,17,4,20
334,N,H,H,18,4,20
336,N,H,H,19,4,20
339,N,H,H,20,4,20
333,N,H,H,9,5,20
336,N,H,H,8,5,20
341,N,H,H,7,5,20
343,N,H,H,10,5,20
346,N,H,H,11,5,20
349,N,H,H,12,5,20
351,N,H,H,13,5,20
354,N,H,H,14,5,20
355,N,H,H,15,5,20
359,N,H,H,16,5,20
362,N,H,H,17,5,20
364,N,H,H,18,5,20
366,N,H,H,19,5,20
369,N,H,H,20,5,20
363,N,H,H,9,6,20
366,N,H,H,8,6,20
371,N,H,H,7,6,20
373,N,H,H,10,6,20
376,N,H,H,11,6,20
379,N,H,H,12,6,20
381,N,H,H,13,6,20
384,N,H,H,14,6,20
385,N,H,H,15,6,20
389,N,H,H,16,6,20
392,N,H,H,17,6,20
394,N,H,H,18,6,20
396,N,H,H,19,6,20
399,N,H,H,20,6,20
393,N,H,H,9,7,20
396,N,H,H,8,7,20
401,N,H,H,7,7,20
403,N,H,H,10,7,20
406,N,H,H,11,7,20
409,N,H,H,12,7,20
411,N,H,H,13,7,20
414,N,H,H,14,7,20
415,N,H,H,15,7,20
419,N,H,H,16,7,20
422,N,H,H,17,7,20
424,N,H,H,18,7,20
426,N,H,H,19,7,20
429,N,H,H,20,7,20
423,N,H,H,9,8,20
426,N,H,H,8,8,20
431,N,H,H,7,8,20
433,N,H,H,10,8,20
436,N,H,H,11,8,20
439,N,H,H,12,8,20
441,N,H,H,13,8,20
444,N,H,H,14,8,20
445,N,H,H,15,8,20
449,N,H,H,16,8,20
452,N,H,H,17,8,20
454,N,H,H,18,8,20
456,N,H,H,19,8,20
459,N,H,H,20,8,20
453,N,H,H,9,9,20
456,N,H,H,8,9,20
461,N,H,H,7,9,20
463,N,H,H,10,9,20
466,N,H,H,11,9,20
469,N,H,H,12,9,20
471,N,H,H,13,9,20
474,N,H,H,14,9,20
475,N,H,H,15,9,20
479,N,H,H,16,9,20
482,N,H,H,17,9,20
484,N,H,H,18,9,20
486,N,H,H,19,9,20
489,N,H,H,20,9,20
483,N,H,H,9,10,20
486,N,H,H,8,10,20
491,N,H,H,7,10,20
493,N,H,H,10,10,20
496,N,H,H,11,10,20
499,N,H,H,12,10,20
501,N,H,H,13,10,20
504,N,H,H,14,10,20
505,N,H,H,15,10,20
509,N,H,H,16,10,20
512,N,H,H,17,10,20
514,N,H,H,18,10,20
516,N,H,H,19,10,20
519,N,H,H,20,10,20
498,N,H,H,9,11,20
501,N,H,H,8,11,20
506,N,H,H,7,11,20
508,N,H,H,10,11,20
511,N,H,H,11,11,20
514,N,H,H,12,11,20
516,N,H,H,13,11,20
519,N,H,H,14,11,20
520,N,H,H,15,11,20
524,N,H,H,16,11,20
527,N,H,H,17,11,20
529,N,H,H,18,11,20
531,N,H,H,19,11,20
534,N,H,H,20,11,20
513,N,H,H,9,12,20
516,N,H,H,8,12,20
521,N,H,H,7,12,20
523,N,H,H,10,12,20
526,N,H,H,11,12,20
529,N,H,H,12,12,20
531,N,H,H,13,12,20
534,N,H,H,14,12,20
535,N,H,H,15,12,20
539,N,H,H,16,12,20
542,N,H,H,17,12,20
544,N,H,H,18,12,20
546,N,H,H,19,12,20
549,N,H,H,20,12,20
528,N,H,H,9,13,20
531,N,H,H,8,13,20
536,N,H,H,7,13,20
538,N,H,H,10,13,20
541,N,H,H,11,13,20
544,N,H,H,12,13,20
546,N,H,H,13,13,20
549,N,H,H,14,13,20
550,N,H,H,15,13,20
554,N,H,H,16,13,20
557,N,H,H,17,13,20
559,N,H,H,18,13,20
561,N,H,H,19,13,20
564,N,H,H,20,13,20
543,N,H,H,9,14,20
546,N,H,H,8,14,20
551,N,H,H,7,14,20
553,N,H,H,10,14,20
556,N,H,H,11,14,20
559,N,H,H,12,14,20
561,N,H,H,13,14,20
564,N,H,H,14,14,20
565,N,H,H,15,14,20
569,N,H,H,16,14,20
572,N,H,H,17,14,20
574,N,H,H,18,14,20
576,N,H,H,19,14,20
579,N,H,H,20,14,20
558,N,H,H,9,15,20
561,N,H,H,8,15,20
566,N,H,H,7,15,20
568,N,H,H,10,15,20
571,N,H,H,11,15,20
574,N,H,H,12,15,20
576,N,H,H,13,15,20
579,N,H,H,14,15,20
580,N,H,H,15,15,20
584,N,H,H,16,15,20
587,N,H,H,17,15,20
589,N,H,H,18,15,20
591,N,H,H,19,15,20
594,N,H,H,20,15,20
573,N,H,H,9,16,20
576,N,H,H,8,16,20
581,N,H,H,7,16,20
583,N,H,H,10,16,20
586,N,H,H,11,16,20
589,N,H,H,12,16,20
591,N,H,H,13,16,20
594,N,H,H,14,16,20
595,N,H,H,15,16,20
599,N,H,H,16,16,20
602,N,H,H,17,16,20
604,N,H,H,18,16,20
606,N,H,H,19,16,20
609,N,H,H,20,16,20
588,N,H,H,9,17,20
591,N,H,H,8,17,20
596,N,H,H,7,17,20
598,N,H,H,10,17,20
601,N,H,H,11,17,20
604,N,H,H,12,17,20
606,N,H,H,13,17,20
609,N,H,H,14,17,20
610,N,H,H,15,17,20
614,N,H,H,16,17,20
617,N,H,H,17,17,20
619,N,H,H,18,17,20
621,N,H,H,19,17,20
624,N,H,H,20,17,20
603,N,H,H,9,18,20
606,N,H,H,8,18,20
611,N,H,H,7,18,20
613,N,H,H,10,18,20
616,N,H,H,11,18,20
619,N,H,H,12,18,20
621,N,H,H,13,18,20
624,N,H,H,14,18,20
625,N,H,H,15,18,20
629,N,H,H,16,18,20
632,N,H,H,17,18,20
634,N,H,H,18,18,20
636,N,H,H,19,18,20
639,N,H,H,20,18,20
618,N,H,H,9,19,20
621,N,H,H,8,19,20
626,N,H,H,7,19,20
628,N,H,H,10,19,20
631,N,H,H,11,19,20
634,N,H,H,12,19,20
636,N,H,H,13,19,20
639,N,H,H,14,19,20
640,N,H,H,15,19,20
644,N,H,H,16,19,20
647,N,H,H,17,19,20
649,N,H,H,18,19,20
651,N,H,H,19,19,20
654,N,H,H,20,19,20
633,N,H,H,9,20,20
636,N,H,H,8,20,20
641,N,H,H,7,20,20
643,N,H,H,10,20,20
646,N,H,H,11,20,20
649,N,H,H,12,20,20
651,N,H,H,13,20,20
654,N,H,H,14,20,20
655,N,H,H,15,20,20
659,N,H,H,16,20,20
662,N,H,H,17,20,20
664,N,H,H,18,20,20
666,N,H,H,19,20,20
669,N,H,H,20,20,20
648,N,H,H,9,21,20
651,N,H,H,8,21,20
656,N,H,H,7,21,20
658,N,H,H,10,21,20
661,N,H,H,11,21,20
664,N,H,H,12,21,20
666,N,H,H,13,21,20
669,N,H,H,14,21,20
670,N,H,H,15,21,20
674,N,H,H,16,21,20
677,N,H,H,17,21,20
679,N,H,H,18,21,20
681,N,H,H,19,21,20
684,N,H,H,20,21,20
663,N,H,H,9,22,20
666,N,H,H,8,22,20
671,N,H,H,7,22,20
673,N,H,H,10,22,20
676,N,H,H,11,22,20
679,N,H,H,12,22,20
681,N,H,H,13,22,20
684,N,H,H,14,22,20
685,N,H,H,15,22,20
689,N,H,H,16,22,20
692,N,H,H,17,22,20
694,N,H,H,18,22,20
696,N,H,H,19,22,20
699,N,H,H,20,22,20
678,N,H,H,9,23,20
681,N,H,H,8,23,20
686,N,H,H,7,23,20
688,N,H,H,10,23,20
691,N,H,H,11,23,20
694,N,H,H,12,23,20
696,N,H,H,13,23,20
699,N,H,H,14,23,20
700,N,H,H,15,23,20
704,N,H,H,16,23,20
707,N,H,H,17,23,20
709,N,H,H,18,23,20
711,N,H,H,19,23,20
714,N,H,H,20,23,20
693,N,H,H,9,24,20
696,N,H,H,8,24,20
701,N,H,H,7,24,20
703,N,H,H,10,24,20
706,N,H,H,11,24,20
709,N,H,H,12,24,20
711,N,H,H,13,24,20
714,N,H,H,14,24,20
715,N,H,H,15,24,20
719,N,H,H,16,24,20
722,N,H,H,17,24,20
724,N,H,H,18,24,20
726,N,H,H,19,24,20
729,N,H,H,20,24,20
708,N,H,H,9,25,20
711,N,H,H,8,25,20
716,N,H,H,7,25,20
718,N,H,H,10,25,20
721,N,H,H,11,25,20
724,N,H,H,12,25,20
726,N,H,H,13,25,20
729,N,H,H,14,25,20
730,N,H,H,15,25,20
734,N,H,H,16,25,20
737,N,H,H,17,25,20
739,N,H,H,18,25,20
741,N,H,H,19,25,20
744,N,H,H,20,25,20
723,N,H,H,9,26,20
726,N,H,H,8,26,20
731,N,H,H,7,26,20
733,N,H,H,10,26,20
736,N,H,H,11,26,20
739,N,H,H,12,26,20
741,N,H,H,13,26,20
744,N,H,H,14,26,20
745,N,H,H,15,26,20
749,N,H,H,16,26,20
752,N,H,H,17,26,20
754,N,H,H,18,26,20
756,N,H,H,19,26,20
759,N,H,H,20,26,20
738,N,H,H,9,27,20
741,N,H,H,8,27,20
746,N,H,H,7,27,20
748,N,H,H,10,27,20
751,N,H,H,11,27,20
754,N,H,H,12,27,20
756,N,H,H,13,27,20
759,N,H,H,14,27,20
760,N,H,H,15,27,20
764,N,H,H,16,27,20
767,N,H,H,17,27,20
769,N,H,H,18,27,20
771,N,H,H,19,27,20
774,N,H,H,20,27,20
753,N,H,H,9,28,20
