309,S,W,C,30,1,35
312,S,W,C,29,1,35
315,S,W,C,28,1,35
317,S,W,C,27,1,35
320,S,W,C,16,1,35
323,S,W,C,15,1,35
325,S,W,C,14,1,35
328,S,W,C,31,1,35
331,S,W,C,32,1,35
333,S,W,C,33,1,35
336,S,W,C,34,1,35
339,S,W,C,35,1,35
334,S,W,C,30,2,35
337,S,W,C,29,2,35
338,S,W,C,28,2,35
340,S,W,C,27,2,35
343,S,W,C,16,2,35
346,S,W,C,15,2,35
347,S,W,C,14,2,35
350,S,W,C,31,2,35
353,S,W,C,32,2,35
355,S,W,C,33,2,35
359,S,W,C,34,2,35
362,S,W,C,35,2,35
362,S,W,C,30,3,35
364,S,W,C,29,3,35
366,S,W,C,28,3,35
367,S,W,C,27,3,35
370,S,W,C,16,3,35
373,S,W,C,15,3,35
375,S,W,C,14,3,35
378,S,W,C,31,3,35
381,S,W,C,32,3,35
383,S,W,C,33,3,35
386,S,W,C,34,3,35
389,S,W,C,35,3,35
392,S,W,C,30,4,35
394,S,W,C,29,4,35
396,S,W,C,28,4,35
397,S,W,C,27,4,35
400,S,W,C,16,4,35
403,S,W,C,15,4,35
405,S,W,C,14,4,35
408,S,W,C,31,4,35
411,S,W,C,32,4,35
413,S,W,C,33,4,35
416,S,W,C,34,4,35
419,S,W,C,35,4,35
422,S,W,C,30,5,35
424,S,W,C,29,5,35
426,S,W,C,28,5,35
427,S,W,C,27,5,35
430,S,W,C,16,5,35
433,S,W,C,15,5,35
435,S,W,C,14,5,35
438,S,W,C,31,5,35
441,S,W,C,32,5,35
443,S,W,C,33,5,35
446,S,W,C,34,5,35
449,S,W,C,35,5,35
452,S,W,C,30,6,35
454,S,W,C,29,6,35
456,S,W,C,28,6,35
457,S,W,C,27,6,35
460,S,W,C,16,6,35
463,S,W,C,15,6,35
465,S,W,C,14,6,35
468,S,W,C,31,6,35
471,S,W,C,32,6,35
473,S,W,C,33,6,35
476,S,W,C,34,6,35
479,S,W,C,35,6,35
482,S,W,C,30,7,35
484,S,W,C,29,7,35
486,S,W,C,28,7,35
487,S,W,C,27,7,35
490,S,W,C,16,7,35
493,S,W,C,15,7,35
495,S,W,C,14,7,35
498,S,W,C,31,7,35
501,S,W,C,32,7,35
503,S,W,C,33,7,35
506,S,W,C,34,7,35
509,S,W,C,35,7,35
512,S,W,C,30,8,35
514,S,W,C,29,8,35
516,S,W,C,28,8,35
517,S,W,C,27,8,35
520,S,W,C,16,8,35
523,S,W,C,15,8,35
525,S,W,C,14,8,35
528,S,W,C,31,8,35
531,S,W,C,32,8,35
533,S,W,C,33,8,35
536,S,W,C,34,8,35
539,S,W,C,35,8,35
527,S,W,C,30,9,14
529,S,W,C,29,9,14
531,S,W,C,28,9,14
532,S,W,C,27,9,14
535,S,W,C,16,9,14
538,S,W,C,15,9,14
540,S,W,C,14,9,14
542,S,W,C,30,10,35
544,S,W,C,29,10,35
546,S,W,C,28,10,35
547,S,W,C,27,10,35
550,S,W,C,16,10,35
553,S,W,C,15,10,35
555,S,W,C,14,10,35
558,S,W,C,31,10,35
561,S,W,C,32,10,35
563,S,W,C,33,10,35
566,S,W,C,34,10,35
569,S,W,C,35,10,35
557,S,W,C,30,11,14
559,S,W,C,29,11,14
561,S,W,C,28,11,14
562,S,W,C,27,11,14
565,S,W,C,16,11,14
568,S,W,C,15,11,14
570,S,W,C,14,11,14
572,S,W,C,30,12,14
574,S,W,C,29,12,14
576,S,W,C,28,12,14
577,S,W,C,27,12,14
580,S,W,C,16,12,14
583,S,W,C,15,12,14
585,S,W,C,14,12,14
587,S,W,C,30,13,14
589,S,W,C,29,13,14
591,S,W,C,28,13,14
592,S,W,C,27,13,14
595,S,W,C,16,13,14
598,S,W,C,15,13,14
600,S,W,C,14,13,14
602,S,W,C,30,14,14
604,S,W,C,29,14,14
606,S,W,C,28,14,14
607,S,W,C,27,14,14
610,S,W,C,16,14,14
613,S,W,C,15,14,14
615,S,W,C,14,14,14
617,S,W,C,30,15,14
619,S,W,C,29,15,14
621,S,W,C,28,15,14
622,S,W,C,27,15,14
625,S,W,C,16,15,14
628,S,W,C,15,15,14
630,S,W,C,14,15,14
632,S,W,C,30,16,14
