route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
101F,FR,8691908,F-Line 18th & California,0, 101 66,793347
101F,FR,8691910,F-Line 18th & California,0, 101 63,793347
101F,FR,8691912,F-Line 18th & California,0, 101 62,793347
101F,FR,8691914,F-Line 18th & California,0, 101 65,793347
101F,FR,8691915,F-Line 18th & California,0, 101 62,793347
101F,FR,8691928,F-Line 18th & California,0, 101 61,793347
101F,FR,8691929,F-Line 18th & California,0, 101 61,793347
101F,FR,8691933,F-Line 18th & California,0, 101 64,793347
101F,FR,8691936,F-Line 18th & California,0, 101 66,793347
101F,FR,8691938,F-Line 18th & California,0, 101 63,793347
101F,FR,8691940,F-Line 18th & California,0, 101 62,793347
101F,FR,8691941,F-Line 18th & California,0, 101 64,793347
101F,FR,8691942,F-Line 18th & California,0, 101 61,793347
101F,FR,8691943,F-Line 18th & California,0, 101 66,793347
101F,FR,8691944,F-Line 18th & California,0, 101 67,793347
101F,FR,8691945,F-Line 18th & California,0, 101 63,793347
101F,FR,8691946,F-Line 18th & California,0, 101 65,793347
101F,FR,8691947,F-Line 18th & California,0, 101 62,793347
101F,FR,8691948,F-Line 18th & California,0, 101 64,793347
101F,FR,8691949,F-Line 18th & California,0, 101 61,793347
101F,FR,8691950,F-Line 18th & California,0, 101 66,793347
101F,FR,8692014,F-Line Lincoln,1, 101 63,793376
101F,FR,8692036,F-Line Lincoln,1, 101 61,793376
101F,FR,8692080,F-Line Lincoln,1, 101 62,793376
101F,FR,8692159,F-Line Lincoln,1, 101 67,793376
101F,FR,8692176,F-Line Lincoln,1, 101 65,793376
101F,FR,8692212,F-Line Lincoln,1, 101 61,793376
101F,FR,8692213,F-Line Lincoln,1, 101 66,793376
101F,FR,8692215,F-Line Lincoln,1, 101 63,793376
101F,FR,8692217,F-Line Lincoln,1, 101 62,793376
101F,FR,8692223,F-Line Lincoln,1, 101 64,793376
101F,FR,8692224,F-Line Lincoln,1, 101 62,793376
101F,FR,8692225,F-Line Lincoln,1, 101 64,793376
101F,FR,8692226,F-Line Lincoln,1, 101 61,793376
101F,FR,8692227,F-Line Lincoln,1, 101 64,793376
101F,FR,8692228,F-Line Lincoln,1, 101 63,793376
101F,FR,8692230,F-Line Lincoln,1, 101 62,793376
