route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
0,SA,8690507,Union Station,0,   0  2,793219
0,SA,8690508,Union Station,0,   0 11,793225
0,SA,8690509,Union Station,0,   0  4,793225
0,SA,8690510,Union Station,0,   0  9,793209
0,SA,8690511,Union Station,0,   0  6,793219
0,SA,8690512,Union Station,0,   0  5,793214
0,SA,8690513,Union Station,0,   0  7,793219
0,SA,8690514,Union Station,0,   0  3,793219
0,SA,8690515,Union Station,0,   0  5,793219
0,SA,8690516,Union Station,0,   0  8,793219
0,SA,8690517,Union Station,0,   0  4,793225
0,SA,8690518,Union Station,0,   0  2,793225
0,SA,8690519,Union Station,0,   0  9,793219
0,SA,8690520,Union Station,0,   0  7,793219
0,SA,8690521,Union Station,0,   0  7,793219
0,SA,8690522,Union Station,0,   0  1,793219
0,SA,8690523,Union Station,0,   0  2,793225
0,SA,8690524,Union Station,0,   0  4,793225
0,SA,8690525,Union Station,0,   0  2,793225
0,SA,8690526,Union Station,0,   0  2,793225
0,SA,8690527,Union Station,0,   0 11,793225
0,SA,8690528,Union Station,0,   0 11,793225
0,SA,8690529,Union Station,0,   0  2,793223
0,SA,8690530,Union Station,0,   0  4,793209
0,SA,8690531,Union Station,0,   0  5,793219
0,SA,8690532,Union Station,0,   0  5,793219
0,SA,8690533,Union Station,0,   0  8,793219
0,SA,8690534,Union Station,0,   0  7,793223
0,SA,8690535,Union Station,0,   0 11,793224
0,SA,8690536,Union Station,0,   0  4,793223
0,SA,8690537,Union Station,0,   0  6,793225
0,SA,8690538,Union Station,0,   0  7,793225
0,SA,8690539,Union Station,0,   0  4,793219
0,SA,8690540,Union Station,0,   0  7,793209
0,SA,8690541,Union Station,0,   0  8,793219
0,SA,8690542,Union Station,0,   0  3,793219
0,SA,8690543,Union Station,0,   0  9,793219
0,SA,8690544,Union Station,0,   0  4,793225
0,SA,8690545,Union Station,0,   0 10,793223
0,SA,8690546,Union Station,0,   0  6,793225
0,SA,8690547,Union Station,0,   0 10,793220
0,SA,8690548,Union Station,0,   0  6,793225
0,SA,8690549,Union Station,0,   0  2,793225
0,SA,8690550,Union Station,0,   0 10,793225
0,SA,8690551,Union Station,0,   0 11,793225
0,SA,8690552,Union Station,0,   0  6,793225
0,SA,8690553,Union Station,0,   0  7,793214
0,SA,8690554,Union Station,0,   0  3,793223
0,SA,8690555,Union Station,0,   0  8,793225
0,SA,8690556,Union Station,0,   0 10,793219
0,SA,8690557,Union Station,0,   0  9,793223
0,SA,8690558,Union Station,0,   0  5,793219
0,SA,8690559,Union Station,0,   0  4,793225
0,SA,8690560,Union Station,0,   0  3,793214
0,SA,8690561,Union Station,0,   0 10,793219
0,SA,8690562,Union Station,0,   0  1,793219
0,SA,8690563,Union Station,0,   0  9,793230
0,SA,8690564,Union Station,0,   0  6,793225
0,SA,8690565,Union Station,0,   0  2,793225
0,SA,8690566,Union Station,0,   0  3,793219
0,SA,8690567,Union Station,0,   0  4,793220
0,SA,8690568,Union Station,0,   0 10,793219
0,SA,8690569,Union Station,0,   0  3,793226
0,SA,8690570,Union Station,0,   0  4,793225
0,SA,8690571,Union Station,0,   0  5,793224
0,SA,8690572,Union Station,0,   0  2,793219
0,SA,8690573,Union Station,0,   0  5,793219
0,SA,8690574,Union Station,0,   0  8,793219
0,SA,8690575,Union Station,0,   0 10,793219
0,SA,8690576,Union Station,0,   0  1,793219
0,SA,8690577,Union Station,0,   0 11,793225
0,SA,8690578,Union Station,0,   0  8,793224
0,SA,8690579,Union Station,0,   0  3,793209
0,SA,8690580,Union Station,0,   0  1,793225
0,SA,8690581,Union Station,0,   0  9,793219
0,SA,8690582,Union Station,0,   0  9,793219
0,SA,8690583,Union Station,0,   0  7,793219
0,SA,8690584,Union Station,0,   0  3,793219
0,SA,8690585,Union Station,0,   0  1,793219
0,SA,8690586,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,SA,8690587,Englewood Station,1,   0  8,793234
0,SA,8690588,Highlands Ranch via Broadway Stn,1,   0  5,793238
0,SA,8690589,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,SA,8690590,Englewood Station,1,   0  3,793232
0,SA,8690591,Englewood Station,1,   0  2,793234
0,SA,8690592,Englewood Station,1,   0  4,793234
0,SA,8690593,Englewood Station,1,   0 11,793234
0,SA,8690594,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SA,8690595,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SA,8690596,Broadway Stn,1,   0 11,793237
0,SA,8690597,Englewood Station,1,   0  6,793234
0,SA,8690598,Englewood Station,1,   0  2,793234
0,SA,8690599,Englewood Station,1,   0  4,793234
0,SA,8690600,Englewood Station,1,   0 11,793234
0,SA,8690601,Englewood Station,1,   0  6,793234
0,SA,8690602,Englewood Station,1,   0  2,793234
0,SA,8690603,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,SA,8690604,Englewood Station,1,   0 11,793234
0,SA,8690605,Englewood Station,1,   0  7,793234
0,SA,8690606,Broadway Stn,1,   0  5,793237
0,SA,8690607,Broadway Stn,1,   0  8,793237
0,SA,8690608,Broadway Stn,1,   0  2,793237
0,SA,8690609,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SA,8690610,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SA,8690611,Broadway Stn,1,   0  9,793237
0,SA,8690612,Englewood Station,1,   0  9,793232
0,SA,8690613,Highlands Ranch via Broadway Stn,1,   0  7,793238
0,SA,8690614,Englewood Station,1,   0  2,793234
0,SA,8690615,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SA,8690616,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SA,8690617,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SA,8690618,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SA,8690619,Englewood Station,1,   0  2,793234
0,SA,8690620,Englewood Station,1,   0  4,793234
0,SA,8690621,Englewood Station,1,   0  6,793234
0,SA,8690622,Broadway Stn,1,   0 10,793237
0,SA,8690623,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SA,8690624,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SA,8690625,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,SA,8690626,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SA,8690627,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,SA,8690628,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SA,8690629,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SA,8690630,Englewood Station,1,   0 11,793234
0,SA,8690631,Highlands Ranch via Broadway Stn,1,   0  4,793240
0,SA,8690632,Englewood Station,1,   0 11,793234
0,SA,8690633,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SA,8690634,Englewood Station,1,   0  4,793234
0,SA,8690635,Broadway Stn,1,   0  4,793237
0,SA,8690636,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SA,8690637,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SA,8690638,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SA,8690639,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SA,8690640,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,SA,8690641,Highlands Ranch via Broadway Stn,1,   0  3,793238
0,SA,8690642,Englewood Station,1,   0  4,793234
0,SA,8690643,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SA,8690644,Broadway Stn,1,   0  1,793237
0,SA,8690645,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SA,8690646,Highlands Ranch via Broadway Stn,1,   0  4,793238
0,SA,8690647,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SA,8690648,Englewood Station,1,   0  3,793234
0,SA,8690649,Englewood Station,1,   0  6,793234
0,SA,8690650,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SA,8690651,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SA,8690652,Evans,1,   0  6,793244
0,SA,8690653,Highlands Ranch via Broadway Stn,1,   0  4,793240
0,SA,8690654,Highlands Ranch via Broadway Stn,1,   0  7,793238
0,SA,8690655,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SA,8690656,Broadway Stn,1,   0  7,793237
0,SA,8690657,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,SA,8690658,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SA,8690659,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SA,8690660,Englewood Station,1,   0  6,793234
0,SA,8690661,Englewood Station,1,   0  7,793234
0,SA,8690662,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,SA,8690663,Englewood Station,1,   0  2,793234
0,SA,8690664,Englewood Station,1,   0  4,793234
0,SU,8690665,Downtown,0,   0  7,793218
0,SU,8690666,Union Station,0,   0  1,793219
0,SU,8690667,Downtown,0,   0  8,793207
0,SU,8690668,Union Station,0,   0  2,793225
0,SU,8690669,Union Station,0,   0  8,793219
0,SU,8690670,Union Station,0,   0  2,793225
0,SU,8690671,Union Station,0,   0 11,793225
0,SU,8690672,Union Station,0,   0  7,793219
0,SU,8690673,Union Station,0,   0  6,793219
0,SU,8690674,Union Station,0,   0  3,793219
0,SU,8690675,Union Station,0,   0 11,793225
0,SU,8690676,Union Station,0,   0  9,793219
0,SU,8690677,Union Station,0,   0  8,793219
0,SU,8690678,Union Station,0,   0  1,793219
0,SU,8690679,Union Station,0,   0  1,793219
0,SU,8690680,Union Station,0,   0  3,793219
0,SU,8690681,Union Station,0,   0  4,793225
0,SU,8690682,Union Station,0,   0  2,793209
0,SU,8690683,Union Station,0,   0  7,793219
0,SU,8690684,Union Station,0,   0  7,793219
0,SU,8690685,Union Station,0,   0  6,793219
0,SU,8690686,Union Station,0,   0  2,793219
0,SU,8690687,Union Station,0,   0  3,793219
0,SU,8690688,Union Station,0,   0  1,793219
0,SU,8690689,Union Station,0,   0  4,793225
0,SU,8690690,Union Station,0,   0  2,793225
0,SU,8690691,Union Station,0,   0  1,793209
0,SU,8690692,Union Station,0,   0  5,793219
0,SU,8690693,Union Station,0,   0  4,793214
0,SU,8690694,Union Station,0,   0  6,793219
0,SU,8690695,Union Station,0,   0 10,793219
0,SU,8690696,Union Station,0,   0  6,793220
0,SU,8690697,Union Station,0,   0  9,793219
0,SU,8690698,Union Station,0,   0 11,793225
0,SU,8690699,Union Station,0,   0  4,793225
0,SU,8690700,Union Station,0,   0  4,793225
0,SU,8690701,Union Station,0,   0  7,793209
0,SU,8690702,Union Station,0,   0  4,793219
0,SU,8690703,Union Station,0,   0  9,793219
0,SU,8690704,Union Station,0,   0  8,793219
0,SU,8690705,Union Station,0,   0 11,793226
0,SU,8690706,Union Station,0,   0  4,793223
0,SU,8690707,Union Station,0,   0  2,793223
0,SU,8690708,Union Station,0,   0  5,793225
0,SU,8690709,Union Station,0,   0  3,793225
0,SU,8690710,Union Station,0,   0  3,793219
0,SU,8690711,Union Station,0,   0  8,793219
0,SU,8690712,Union Station,0,   0 10,793219
0,SU,8690713,Union Station,0,   0  7,793219
0,SU,8690714,Union Station,0,   0  2,793225
0,SU,8690715,Union Station,0,   0  5,793225
0,SU,8690716,Downtown,0,   0  9,793218
0,SU,8690717,Union Station,0,   0  5,793225
0,SU,8690718,Union Station,0,   0  4,793225
0,SU,8690719,Union Station,0,   0  5,793225
0,SU,8690720,Union Station,0,   0  3,793226
0,SU,8690721,Union Station,0,   0  1,793219
0,SU,8690722,Union Station,0,   0  9,793219
0,SU,8690723,Union Station,0,   0  2,793225
0,SU,8690724,Union Station,0,   0  8,793214
0,SU,8690725,Union Station,0,   0  1,793219
0,SU,8690726,Union Station,0,   0  3,793219
0,SU,8690727,Downtown,0,   0  1,793221
0,SU,8690728,Union Station,0,   0  5,793225
0,SU,8690729,Union Station,0,   0 11,793225
0,SU,8690730,Union Station,0,   0 10,793220
0,SU,8690731,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,SU,8690732,Englewood Station,1,   0  2,793234
0,SU,8690733,Broadway Stn,1,   0  2,793237
0,SU,8690734,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SU,8690735,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SU,8690736,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SU,8690737,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SU,8690738,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SU,8690739,Highlands Ranch via Broadway Stn,1,   0  2,793238
0,SU,8690740,Englewood Station,1,   0  2,793234
0,SU,8690741,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690742,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SU,8690743,Highlands Ranch via Broadway Stn,1,   0  7,793238
0,SU,8690744,Englewood Station,1,   0  5,793234
0,SU,8690745,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SU,8690746,Englewood Station,1,   0  8,793234
0,SU,8690747,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,SU,8690748,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SU,8690749,Evans,1,   0  5,793244
0,SU,8690750,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,SU,8690751,Highlands Ranch via Broadway Stn,1,   0  9,793246
0,SU,8690752,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,SU,8690753,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SU,8690754,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SU,8690755,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690756,Englewood Station,1,   0  5,793234
0,SU,8690757,Englewood Station,1,   0  3,793234
0,SU,8690758,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SU,8690759,Englewood Station,1,   0 11,793234
0,SU,8690760,Englewood Station,1,   0  2,793234
0,SU,8690761,Englewood Station,1,   0  4,793234
0,SU,8690762,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SU,8690763,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690764,Broadway Stn,1,   0  4,793237
0,SU,8690765,Englewood Station,1,   0  5,793234
0,SU,8690766,Englewood Station,1,   0 11,793234
0,SU,8690767,Englewood Station,1,   0  2,793234
0,SU,8690768,Englewood Station,1,   0  4,793234
0,SU,8690769,Englewood Station,1,   0  5,793234
0,SU,8690770,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,SU,8690771,Englewood Station,1,   0  4,793234
0,SU,8690772,Englewood Station,1,   0  3,793234
0,SU,8690773,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SU,8690774,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690775,Englewood Station,1,   0  1,793232
0,SU,8690776,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,SU,8690777,Englewood Station,1,   0 11,793234
0,SU,8690778,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690779,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SU,8690780,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SU,8690781,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,SU,8690782,Englewood Station,1,   0 11,793234
0,SU,8690783,Englewood Station,1,   0  5,793234
0,SU,8690784,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SU,8690785,Highlands Ranch via Broadway Stn,1,   0  4,793240
0,SU,8690786,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SU,8690787,Highlands Ranch via Broadway Stn,1,   0  8,793240
0,SU,8690788,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690789,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,SU,8690790,Highlands Ranch via Broadway Stn,1,   0  7,793240
0,SU,8690791,Englewood Station,1,   0  4,793234
0,SU,8690792,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,SU,8690793,Englewood Station,1,   0  4,793234
0,SU,8690794,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,SU,8690795,Highlands Ranch via Broadway Stn,1,   0  4,793238
0,SU,8690796,Highlands Ranch via Broadway Stn,1,   0  9,793240
0,SU,8690797,Englewood Station,1,   0  8,793232
0,SU,8690798,Englewood Station,1,   0 11,793234
0,SU,8690799,Englewood Station,1,   0  2,793234
0,WK,8690800,Union Station,0,   0  6,793225
0,WK,8690801,Union Station,0,   0  8,793225
0,WK,8690802,Union Station,0,   0 17,793225
0,WK,8690803,Union Station,0,   0 10,793219
0,WK,8690804,Union Station,0,  21 11,793217
0,WK,8690805,Union Station,0,   0  8,793222
0,WK,8690806,Union Station,0,   0  3,793224
0,WK,8690807,Union Station,0,   0 14,793224
0,WK,8690808,Union Station,0, 30L 60,793224
0,WK,8690809,Union Station,0,   0  7,793219
0,WK,8690810,Union Station,0,   0  4,793220
0,WK,8690811,Union Station,0,   0 15,793225
0,WK,8690812,Union Station,0,   0  2,793223
0,WK,8690813,Union Station,0,   0 13,793223
0,WK,8690814,Union Station,0,   0  8,793219
0,WK,8690815,Union Station,0,   0  4,793219
0,WK,8690816,Union Station,0,   0  2,793219
0,WK,8690817,Union Station,0,   0  1,793219
0,WK,8690818,Union Station,0,   0  2,793225
0,WK,8690819,Union Station,0,   0  1,793225
0,WK,8690820,Union Station,0,   0  3,793225
0,WK,8690821,Union Station,0,   0  4,793223
0,WK,8690822,Downtown,0,   0  5,793218
0,WK,8690823,Downtown,0,  48 12,793229
0,WK,8690824,Union Station,0,   0 13,793223
0,WK,8690825,Union Station,0,   0  2,793219
0,WK,8690826,Union Station,0,   0  8,793224
0,WK,8690827,Union Station,0,   0  3,793219
0,WK,8690828,Union Station,0,   0  6,793219
0,WK,8690829,Union Station,0,   0  4,793219
0,WK,8690830,Union Station,0,   0 23,793226
0,WK,8690831,Union Station,0,   0 23,793219
0,WK,8690832,Union Station,0,   0 20,793223
0,WK,8690833,Union Station,0,   0  7,793225
0,WK,8690834,Union Station,0,   0 21,793226
0,WK,8690835,Union Station,0,   0 20,793223
0,WK,8690836,Union Station,0,   0 21,793223
0,WK,8690837,Union Station,0,   0  7,793219
0,WK,8690838,Union Station,0,   0  4,793219
0,WK,8690839,Union Station,0,   0  2,793219
0,WK,8690840,Union Station,0,   0  1,793219
0,WK,8690841,Union Station,0,   0  6,793219
0,WK,8690842,Union Station,0,   0 17,793219
0,WK,8690843,Union Station,0,   0  9,793225
0,WK,8690844,Union Station,0,   0 14,793223
0,WK,8690845,Union Station,0,   0 15,793225
0,WK,8690846,Union Station,0,   0  1,793223
0,WK,8690847,Union Station,0,   0  5,793219
0,WK,8690848,Union Station,0,   0 13,793219
0,WK,8690849,Union Station,0,   0  6,793223
0,WK,8690850,Union Station,0,   0  1,793225
0,WK,8690851,Union Station,0,   0  3,793219
0,WK,8690852,Downtown,0,   0 17,793218
0,WK,8690853,Union Station,0,   0 13,793223
0,WK,8690854,Union Station,0,   0  5,793223
0,WK,8690855,Union Station,0,   0  4,793225
0,WK,8690856,Union Station,0,   0  9,793219
0,WK,8690857,Union Station,0,   0  6,793224
0,WK,8690858,Union Station,0,   0 14,793219
0,WK,8690859,Union Station,0,   0 13,793223
0,WK,8690860,Union Station,0,   0  5,793225
0,WK,8690861,Union Station,0,   0  6,793219
0,WK,8690862,Downtown,0,   0  1,793207
0,WK,8690863,Union Station,0,   0 15,793219
0,WK,8690864,Union Station,0,   0  5,793223
0,WK,8690865,Union Station,0,   0 17,793223
0,WK,8690866,Union Station,0,   0 20,793223
0,WK,8690867,Union Station,0,   0  1,793219
0,WK,8690868,Union Station,0,   0 17,793219
0,WK,8690869,Union Station,0,   0 23,793219
0,WK,8690870,Union Station,0,   0  9,793223
0,WK,8690871,Union Station,0,   0  2,793219
0,WK,8690872,Union Station,0,   0 10,793226
0,WK,8690873,Union Station,0,   0  5,793223
0,WK,8690874,Union Station,0,   0 14,793225
0,WK,8690875,Union Station,0,   0  6,793219
0,WK,8690876,Union Station,0,   0  7,793223
0,WK,8690877,Union Station,0,   0  9,793226
0,WK,8690878,Union Station,0,   0  5,793223
0,WK,8690879,Union Station,0,   0 13,793223
0,WK,8690880,Union Station,0,   0  9,793223
0,WK,8690881,Union Station,0,   0  7,793225
0,WK,8690882,Union Station,0,   0 17,793219
0,WK,8690883,Union Station,0,   0 20,793219
0,WK,8690884,Union Station,0,   0  3,793223
0,WK,8690885,Union Station,0,   0  1,793219
0,WK,8690886,Union Station,0,   0  8,793225
0,WK,8690887,Union Station,0,   0  9,793225
0,WK,8690888,Union Station,0,   0 10,793222
0,WK,8690889,Union Station,0,   0 20,793216
0,WK,8690890,Union Station,0,   0  5,793216
0,WK,8690891,Union Station,0,   0 20,793223
0,WK,8690892,Union Station,0,   0  5,793223
0,WK,8690893,Union Station,0,   0 13,793223
0,WK,8690894,Union Station,0,   0 14,793219
0,WK,8690895,Union Station,0,   0  1,793223
0,WK,8690896,Union Station,0,   0  5,793225
0,WK,8690897,Union Station,0,   0 15,793225
0,WK,8690898,Union Station,0,   0 13,793225
0,WK,8690899,Union Station,0,   0  3,793219
0,WK,8690900,Union Station,0,   0 10,793225
0,WK,8690901,Union Station,0,   0  8,793225
0,WK,8690902,Union Station,0,   0 17,793225
0,WK,8690903,Downtown,0,   0  2,793221
0,WK,8690904,Union Station,0,   0 10,793225
0,WK,8690905,Union Station,0,   0  3,793219
0,WK,8690906,Union Station,0,   0 15,793225
0,WK,8690907,Union Station,0,   0 17,793225
0,WK,8690908,Union Station,0,   0 10,793225
0,WK,8690909,Union Station,0,   0  2,793219
0,WK,8690910,Union Station,0,   0  9,793223
0,WK,8690911,Union Station,0,   0  5,793223
0,WK,8690912,Union Station,0,   0 13,793223
0,WK,8690913,Union Station,0,   0  3,793225
0,WK,8690914,Englewood Station,1,   0  7,793234
0,WK,8690915,Englewood Station,1,   0  3,793234
0,WK,8690916,Englewood Station,1,   0  6,793234
0,WK,8690917,Englewood Station,1,   0 15,793234
0,WK,8690918,Broadway Stn,1,   0 21,793252
0,WK,8690919,Broadway Stn,1,   0  6,793237
0,WK,8690920,Englewood Station,1,   0 15,793235
0,WK,8690921,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,WK,8690922,Broadway Stn,1,   0 13,793253
0,WK,8690923,Broadway Stn,1,   0 20,793237
0,WK,8690924,Broadway Stn,1,   0 13,793253
0,WK,8690925,Littleton Blvd via Broadway,1,   0 13,793231
0,WK,8690926,Highlands Ranch via Broadway Stn,1,   0  1,793240
0,WK,8690927,Highlands Ranch via Broadway Stn,1,   0 17,793240
0,WK,8690928,Highlands Ranch via Broadway Stn,1,   0 23,793240
0,WK,8690929,Highlands Ranch via Broadway Stn,1,   0  3,793240
0,WK,8690930,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,WK,8690931,Broadway Stn,1,   0  5,793252
0,WK,8690932,Highlands Ranch via Broadway Stn,1,   0  4,793240
0,WK,8690933,Highlands Ranch via Broadway Stn,1,   0  1,793241
0,WK,8690934,Highlands Ranch via Broadway Stn,1,   0  3,793241
0,WK,8690935,Highlands Ranch via Broadway Stn,1,   0  6,793241
0,WK,8690936,Evans,1,   0 15,793244
0,WK,8690937,Highlands Ranch via Broadway Stn,1,   0 20,793241
0,WK,8690938,Broadway Stn,1,   0  1,793252
0,WK,8690939,Englewood Station,1,   0  2,793234
0,WK,8690940,Broadway Stn,1,   0  5,793253
0,WK,8690941,Broadway Stn,1,   0  9,793253
0,WK,8690942,Englewood Station,1,   0  2,793234
0,WK,8690943,Broadway Stn,1,   0  1,793253
0,WK,8690944,Broadway Stn,1,   0  5,793253
0,WK,8690945,Highlands Ranch via Broadway Stn,1,   0  2,793241
0,WK,8690946,Highlands Ranch via Broadway Stn,1,   0  1,793241
0,WK,8690947,Highlands Ranch via Broadway Stn,1,   0 14,793241
0,WK,8690948,Broadway Stn,1,   0  6,793253
0,WK,8690949,Highlands Ranch via Broadway Stn,1,   0  7,793241
0,WK,8690950,Highlands Ranch via Broadway Stn,1,   0  3,793241
0,WK,8690951,Highlands Ranch via Broadway Stn,1,   0  6,793241
0,WK,8690952,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,WK,8690953,Broadway Stn,1,   0  7,793252
0,WK,8690954,Englewood Station,1,   0  4,793234
0,WK,8690955,Broadway Stn,1,   0 13,793252
0,WK,8690956,Englewood Station,1,   0 13,793234
0,WK,8690957,Englewood Station,1,   0  9,793235
0,WK,8690958,Englewood Station,1,   0 10,793235
0,WK,8690959,Broadway Stn,1,   0 17,793252
0,WK,8690960,Broadway Stn,1,   0  5,793252
0,WK,8690961,Broadway Stn,1,   0  8,793252
0,WK,8690962,Broadway Stn,1,   0 14,793252
0,WK,8690963,Broadway Stn,1,   0  4,793253
0,WK,8690964,Englewood Station,1,   0 21,793234
0,WK,8690965,Highlands Ranch via Broadway Stn,1,   0 14,793241
0,WK,8690966,Broadway Stn,1,   0 13,793252
0,WK,8690967,Englewood Station,1,   0  8,793235
0,WK,8690968,Englewood Station,1,   0 15,793235
0,WK,8690969,Broadway Stn,1,   0 13,793252
0,WK,8690970,Highlands Ranch via Broadway Stn,1,   0  5,793246
0,WK,8690971,Highlands Ranch via Broadway Stn,1,   0  7,793241
0,WK,8690972,Englewood Station,1,   0  1,793234
0,WK,8690973,Englewood Station,1,   0 15,793235
0,WK,8690974,Highlands Ranch via Broadway Stn,1,   0 17,793240
0,WK,8690975,Englewood Station,1,   0 23,793234
0,WK,8690976,Englewood Station,1,   0  8,793235
0,WK,8690977,Littleton Blvd via Broadway,1,   0 20,793231
0,WK,8690978,Broadway Stn,1,   0 20,793252
0,WK,8690979,Broadway Stn,1,   0 13,793253
0,WK,8690980,Highlands Ranch via Broadway Stn,1,   0 15,793240
0,WK,8690981,Englewood Station,1,   0  9,793234
0,WK,8690982,Highlands Ranch via Broadway Stn,1,   0  5,793240
0,WK,8690983,Highlands Ranch via Broadway Stn,1,   0 13,793240
0,WK,8690984,Englewood Station,1,   0 14,793234
0,WK,8690985,Highlands Ranch via Broadway Stn,1,   0  2,793240
0,WK,8690986,Englewood Station,1,   0 10,793235
0,WK,8690987,Englewood Station,1,   0  8,793235
0,WK,8690988,Englewood Station,1,   0  9,793235
0,WK,8690989,Englewood Station,1,   0 10,793235
0,WK,8690990,Englewood Station,1,   0 17,793235
0,WK,8690991,Englewood Station,1,   0 17,793235
0,WK,8690992,Englewood Station,1,   0  5,793248
0,WK,8690993,Broadway Stn,1,   0  9,793253
0,WK,8690994,Broadway Stn,1,   0  5,793253
0,WK,8690995,Broadway Stn,1,   0  9,793253
0,WK,8690996,Highlands Ranch via Broadway Stn,1,   0 17,793241
0,WK,8690997,Englewood Station,1,   0  1,793248
0,WK,8690998,Englewood Station,1,   0 17,793235
0,WK,8690999,Broadway Stn,1,   0  5,793237
0,WK,8691000,Broadway Stn,1,   0  2,793252
0,WK,8691001,Broadway Stn,1,   0  3,793237
0,WK,8691002,Broadway Stn,1,   0 14,793252
0,WK,8691003,Englewood Station,1,   0 10,793234
0,WK,8691004,Englewood Station,1,   0  1,793234
0,WK,8691005,Highlands Ranch via Broadway Stn,1,   0  6,793240
0,WK,8691006,Broadway Stn,1,   0  5,793253
0,WK,8691007,Highlands Ranch via Broadway Stn,1,   0  4,793246
0,WK,8691008,Highlands Ranch via Broadway Stn,1,   0  2,793246
0,WK,8691009,Evans,1,   0 20,793244
0,WK,8691010,Broadway Stn,1,   0  7,793252
0,WK,8691011,Broadway Stn,1,   0 20,793252
0,WK,8691012,Broadway Stn,1,   0 13,793253
0,WK,8691013,Evans,1,   0 20,793244
0,WK,8691014,Highlands Ranch via Broadway Stn,1,   0  4,793240
0,WK,8691015,Highlands Ranch via Broadway Stn,1,   0 10,793240
0,WK,8691016,Highlands Ranch via Broadway Stn,1,   0  8,793240
